"TAZ","TOTHH","TOTPOP","hh_size_1","hh_size_2","hh_size_3","hh_size_4_plus","hh_wrks_0","hh_wrks_1","hh_wrks_2","hh_wrks_3_plus","hh_kids_no","hh_kids_yes","HHINCQ1","HHINCQ2","HHINCQ3","HHINCQ4","AGE0004","AGE0519","AGE2044","AGE4564","AGE65P","gq_tot_pop","gq_type_univ","gq_type_mil","gq_type_othnon"
481,1593,4950,180,462,404,547,342,551,568,132,850,743,147,214,330,902,121,1058,1162,1764,845,0,0,0,0
482,1415,4475,130,471,195,619,292,492,549,82,766,649,216,168,250,781,143,1000,1009,1596,727,5,0,0,5
483,2095,6294,445,363,485,802,310,869,774,142,1089,1006,505,209,453,928,184,1630,1940,1957,583,0,0,0,0
484,2965,7843,868,636,420,1041,826,1134,865,140,1644,1321,606,535,561,1263,369,1773,2372,2129,1200,12,0,0,12
485,2271,6812,418,457,369,1027,394,945,887,45,965,1306,284,404,250,1333,572,1775,1994,1757,714,7,0,0,7
486,1777,5582,214,317,542,704,249,859,570,99,703,1074,313,179,363,922,290,1506,2077,1203,506,0,0,0,0
487,2233,6087,438,651,404,740,350,1027,795,61,1110,1123,318,429,553,933,408,1481,2118,1528,552,8,0,0,8
488,2735,8077,429,737,565,1004,645,993,966,131,1440,1295,379,396,462,1498,405,1913,2000,2231,1528,13,0,0,13
489,2031,6043,184,720,492,635,481,685,716,149,1251,780,232,320,319,1160,101,1206,1311,2264,1161,0,0,0,0
490,1381,3794,280,436,224,441,309,519,458,95,781,600,175,153,238,815,162,820,891,1302,619,0,0,0,0
491,1064,3302,118,268,291,387,196,352,475,41,511,553,86,129,134,715,94,866,838,1181,323,0,0,0,0
492,1768,5308,198,550,359,661,287,710,716,55,901,867,193,238,327,1010,308,1236,1367,1853,544,0,0,0,0
493,1915,5745,165,660,541,549,485,575,730,125,1089,826,158,264,305,1188,97,1360,1121,1952,1215,5,0,0,5
494,2079,5911,278,752,492,557,534,793,636,116,1252,827,265,285,401,1128,196,1275,1139,2226,1075,1,0,0,1
495,1961,5629,210,677,598,476,422,715,730,94,1230,731,118,205,189,1449,91,1154,907,2417,1060,0,0,0,0
496,1001,2931,162,347,198,294,209,426,326,40,681,320,132,109,185,575,140,575,628,993,595,0,0,0,0
497,2457,6613,536,756,450,715,954,745,635,123,1765,692,388,373,348,1348,197,1241,1278,2140,1757,8,0,0,8
498,1476,4138,318,459,205,494,408,591,349,128,945,531,275,278,186,737,200,912,1008,1299,719,20,0,0,20
499,2579,7462,403,763,622,791,457,1036,900,186,1481,1098,403,470,594,1112,452,1503,2492,2149,866,12,0,0,12
500,1306,3931,178,398,362,368,203,460,465,178,809,497,177,176,343,610,139,872,977,1426,517,0,0,0,0
501,1363,4016,197,449,301,416,267,406,562,128,862,501,217,216,282,648,251,840,1066,1191,668,0,0,0,0
502,1590,4489,316,511,384,379,217,598,588,187,1021,569,361,381,274,574,238,832,1716,1209,494,0,0,0,0
503,2559,6232,777,911,361,510,654,687,977,241,1793,766,751,552,723,533,357,927,2571,1498,879,0,0,0,0
504,1921,4296,677,707,259,278,281,886,685,69,1513,408,362,376,558,625,342,483,1780,1247,444,3,0,0,3
505,1931,6232,344,603,307,677,319,677,786,149,1210,721,373,393,407,758,417,1384,1803,1820,808,12,0,0,12
506,1347,3901,226,392,312,417,210,556,488,93,780,567,258,220,340,529,280,765,1264,1115,477,11,0,0,11
507,1836,4613,477,670,273,416,550,625,569,92,1300,536,260,348,246,982,129,872,913,1555,1144,0,0,0,0
508,1162,2957,294,392,234,242,132,576,389,65,734,428,130,223,197,612,87,747,700,1045,378,0,0,0,0
509,1317,3022,407,503,211,196,253,686,327,51,859,458,256,367,199,495,176,658,879,917,392,1,0,0,1
510,926,2521,156,378,164,228,306,354,223,43,616,310,125,108,79,614,99,518,345,940,619,0,0,0,0
511,2941,6802,892,1086,569,394,660,1400,806,75,2176,765,401,487,526,1527,161,1154,1439,2444,1604,71,0,0,71
512,1594,4498,292,571,257,474,214,623,644,113,1084,510,151,277,415,751,216,845,1116,1666,655,17,0,0,17
513,994,2909,169,350,189,286,241,357,305,91,634,360,91,165,101,637,133,589,628,1020,539,73,0,0,73
514,2628,7850,315,1000,352,961,674,994,727,233,1570,1058,264,490,595,1279,453,1750,1835,2044,1768,0,0,0,0
515,2327,7167,366,736,340,885,442,1072,640,173,1395,932,368,545,382,1032,427,1560,2223,2039,918,27,0,0,27
516,1287,3608,189,378,375,345,243,560,383,101,718,569,195,161,300,631,261,835,873,1110,529,0,0,0,0
517,1941,5665,389,614,276,662,295,835,661,150,1137,804,289,349,550,753,275,1290,1666,1679,755,14,0,0,14
518,2143,5851,336,696,572,539,284,923,858,78,1258,885,277,470,499,897,273,1334,1756,1835,653,7,0,0,7
519,3034,7436,767,1150,545,572,520,1416,963,135,2168,866,469,720,596,1249,313,1409,2218,2348,1148,26,0,0,26
520,1404,4315,233,423,233,515,266,460,517,161,825,579,257,295,385,467,200,954,1236,1282,643,0,0,0,0
521,1951,4908,550,676,369,356,356,855,601,139,1414,537,371,568,403,609,286,711,1864,1383,664,14,0,0,14
522,2244,6063,539,628,530,547,443,822,874,105,1370,874,532,407,537,768,245,1318,1832,1776,892,27,0,0,27
523,2739,7588,470,995,618,656,561,924,986,268,1603,1136,342,586,532,1279,544,1365,2451,2119,1109,32,0,0,32
524,1938,5308,425,634,326,553,497,744,562,135,1311,627,263,392,418,865,242,1066,1309,1708,983,8,0,0,8
525,1613,3991,417,549,305,342,358,615,533,107,1094,519,320,211,266,816,240,726,1036,1157,832,20,0,0,20
526,2449,6649,597,671,452,729,538,793,919,199,1481,968,413,257,496,1283,648,1146,1912,2022,921,16,0,0,16
527,2766,7066,635,1049,460,622,560,1194,850,162,1900,866,370,626,697,1073,500,1049,2143,2318,1056,12,0,0,12
528,2655,6407,719,1017,555,364,484,1189,813,169,1915,740,498,734,522,901,343,993,2201,1762,1108,10,0,0,10
529,1185,2786,310,523,96,256,510,292,330,53,865,320,241,178,210,556,127,454,705,752,748,6,0,0,6
530,3023,6476,953,1330,455,285,481,1115,1289,138,2517,506,541,829,688,965,315,650,3152,1709,650,20,0,0,20
531,1426,3010,547,504,194,181,212,691,477,46,1071,355,302,374,340,410,199,501,908,914,488,0,0,0,0
532,3125,7228,1141,801,797,386,709,1348,767,301,2239,886,1257,787,578,503,794,900,3922,999,613,0,0,0,0
533,2638,7450,806,731,390,711,438,995,968,237,1746,892,986,871,391,390,589,1353,3337,1572,599,67,0,0,67
534,1935,5026,440,772,306,417,319,776,667,173,1393,542,368,557,430,580,365,676,1825,1399,761,39,13,0,26
535,2078,5557,641,597,407,433,380,896,570,232,1294,784,772,564,395,347,597,802,2208,1494,456,7,0,0,7
536,1656,5494,412,272,305,667,293,586,526,251,1027,629,605,571,274,206,302,1170,2594,1087,341,24,0,0,24
537,2715,5639,1258,824,339,294,384,1617,490,224,2290,425,578,820,558,759,252,648,2895,1335,509,10,0,0,10
538,1335,3403,332,656,157,190,55,481,685,114,1195,140,139,321,316,559,51,136,2192,874,150,195,0,0,195
539,148,443,52,14,51,31,16,135,-35,32,109,39,56,57,22,13,62,32,162,178,9,55,0,0,55
540,2422,5154,1007,829,321,265,500,937,945,40,1948,474,565,556,458,843,245,653,2242,1362,652,54,0,0,54
541,2031,5294,387,807,400,437,388,520,1015,108,1429,602,429,271,490,841,318,722,1663,1487,1104,0,0,0,0
542,1012,2567,330,329,158,195,125,546,251,90,743,269,304,310,123,275,180,394,1081,621,291,83,0,0,83
543,1394,4911,377,461,278,278,209,625,444,116,1075,319,287,352,342,413,130,2240,1701,556,284,1347,1345,0,2
544,2304,6998,547,623,354,780,407,918,701,278,1603,701,840,464,443,557,461,1164,3618,1295,460,46,46,0,0
545,1183,4064,414,426,66,277,348,391,325,119,996,187,509,303,169,202,66,1449,1579,540,430,1046,966,0,80
546,2089,5494,823,442,341,483,279,823,675,312,1679,410,396,564,640,489,475,315,3049,1304,351,186,0,0,186
547,2425,7944,575,554,380,916,313,1033,789,290,1552,873,467,697,575,686,653,1554,3490,1527,720,58,0,0,58
548,3267,9455,1048,952,327,940,702,1177,988,400,2323,944,1117,783,648,719,601,1464,4080,2293,1017,266,0,0,266
549,2029,4555,821,749,231,228,520,798,561,150,1649,380,1093,421,269,246,218,453,2606,778,500,81,0,0,81
550,1309,4382,228,463,162,456,181,309,568,251,993,316,408,347,325,229,219,764,2068,855,476,11,0,0,11
551,1943,6627,385,426,431,701,341,729,585,288,1141,802,830,699,262,152,582,1296,2749,1411,589,39,0,0,39
552,1305,4925,191,299,308,507,154,506,490,155,710,595,590,334,210,171,386,1118,2091,1034,296,0,0,0,0
553,1205,4885,213,149,299,544,185,421,381,218,643,562,460,319,204,222,476,1039,2087,878,405,42,0,0,42
554,1184,4420,250,428,196,310,263,304,413,204,951,233,351,211,216,406,88,816,1840,1210,466,755,345,0,410
555,2351,7321,812,593,296,650,430,997,501,423,1800,551,1005,669,372,305,411,1099,4106,1277,428,231,52,0,179
556,572,4627,110,201,136,125,74,161,215,122,521,51,304,156,59,53,19,2752,1479,297,80,2971,2959,0,12
557,2090,4190,1013,629,281,167,442,1182,372,94,1846,244,830,399,418,443,196,304,2590,682,418,97,0,0,97
558,1862,3852,794,693,197,178,432,830,486,114,1658,204,568,374,328,592,128,365,2025,928,406,21,0,0,21
559,1762,5524,398,549,214,601,181,799,495,287,1217,545,378,346,398,640,327,878,2193,1590,536,18,0,0,18
560,1305,5263,168,276,219,642,124,576,423,182,571,734,641,304,181,179,377,1422,2333,874,257,232,0,0,232
561,1488,3860,512,555,132,289,265,728,336,159,1080,408,650,394,336,108,222,681,1774,868,315,0,0,0,0
562,1311,5156,153,214,249,695,178,524,309,300,639,672,530,414,280,87,387,1110,2419,954,286,89,0,0,89
563,4264,12187,1510,996,614,1144,1239,1803,945,277,2705,1559,2362,1082,507,313,931,2607,4757,2904,988,717,0,0,717
564,2896,7834,567,993,689,647,497,1394,877,128,1588,1308,835,582,510,969,864,1370,3123,1795,682,24,0,0,24
565,2261,5375,687,777,436,361,474,986,743,58,1588,673,686,597,461,517,498,699,2293,1253,632,0,0,0,0
566,2698,6331,830,966,461,441,456,1223,786,233,1953,745,519,524,764,891,508,626,2673,1634,890,0,0,0,0
567,2407,8937,314,412,394,1287,493,976,627,311,1068,1339,1226,618,338,225,926,1965,3234,1751,1061,112,0,0,112
568,2282,9167,441,481,267,1093,344,727,682,529,1263,1019,605,828,600,249,568,1951,3488,2371,789,15,0,0,15
569,1078,4720,65,119,220,674,133,400,261,284,448,630,349,386,251,92,475,1102,1816,1089,238,6,0,0,6
570,1182,5055,171,222,110,679,174,406,336,266,590,592,613,338,119,112,440,993,2040,1157,425,11,0,0,11
571,888,4782,92,137,111,548,100,232,183,373,441,447,150,256,179,303,382,996,1840,1104,460,10,0,0,10
572,972,4352,50,239,156,527,189,252,339,192,490,482,260,314,222,176,268,904,1651,906,623,7,0,0,7
573,1062,4415,48,222,202,590,143,252,398,269,580,482,177,347,296,242,124,790,1442,1336,723,44,0,0,44
574,1286,4968,145,328,189,624,290,372,386,238,700,586,608,417,212,49,306,969,1860,1296,537,68,0,0,68
575,989,4393,76,183,178,552,112,215,324,338,553,436,125,289,253,322,215,791,1476,1228,683,46,0,0,46
576,1162,4663,142,284,164,572,188,346,355,273,684,478,186,395,257,324,195,721,1645,1344,758,39,0,0,39
577,1112,5527,50,135,163,764,141,105,520,346,493,619,174,376,299,263,376,1085,2007,1458,601,57,0,0,57
578,2466,8794,362,645,355,1104,375,896,780,415,1402,1064,898,830,547,191,676,1824,3697,1875,722,0,0,0,0
579,765,2459,179,232,83,271,257,188,200,120,502,263,419,123,93,130,101,380,879,652,447,36,0,0,36
580,1146,5245,45,130,205,766,83,388,393,282,390,756,560,431,147,8,460,1510,2003,1054,218,0,0,0,0
581,1227,6117,34,212,216,765,160,376,338,353,434,793,508,428,177,114,421,1389,2235,1391,681,7,0,0,7
582,1863,7019,294,402,334,833,335,585,540,403,1014,849,733,498,398,234,599,1359,2458,1612,991,19,0,0,19
583,1497,6123,207,345,237,708,259,414,387,437,885,612,435,407,441,214,439,866,2238,1467,1113,33,0,0,33
584,897,4078,64,137,172,524,167,276,171,283,442,455,297,305,192,103,234,870,1369,1074,531,17,0,0,17
585,927,4602,89,168,114,556,150,300,288,189,409,518,292,335,191,109,347,1078,1812,917,448,4,0,0,4
586,1183,6286,35,214,122,812,245,154,438,346,440,743,284,444,347,108,430,1556,2334,1397,569,5,0,0,5
587,377,2594,9,32,42,294,45,56,54,222,173,204,64,80,112,121,175,513,957,662,287,9,0,0,9
588,1284,6447,61,169,236,818,122,482,296,384,524,760,444,425,249,166,363,1574,2416,1531,563,9,0,0,9
589,1361,6449,234,188,221,718,372,261,334,394,701,660,475,380,271,235,521,1191,2515,1526,696,0,0,0,0
590,945,4282,50,145,195,555,149,266,319,211,401,544,371,293,219,62,262,1076,1576,1020,348,0,0,0,0
591,2137,9543,362,254,345,1176,565,547,445,580,975,1162,914,580,455,188,716,2439,3585,1826,977,79,0,0,79
592,1349,5192,227,290,206,626,276,422,404,247,731,618,605,420,191,133,353,1310,1942,1046,541,2,0,0,2
593,888,3105,170,218,161,339,207,357,179,145,502,386,339,289,180,80,253,678,1177,732,265,112,0,0,112
594,1452,6155,160,227,306,759,82,491,535,344,678,774,335,539,426,152,589,1284,2324,1548,410,78,0,0,78
595,2508,7031,681,730,373,724,715,1028,517,248,1684,824,1397,583,437,91,550,1221,2172,1533,1555,0,0,0,0
596,788,2871,86,202,152,348,149,258,245,136,471,317,234,211,210,133,120,457,1050,819,425,7,0,0,7
597,1829,6400,353,449,335,692,584,596,461,188,1108,721,1140,372,193,124,344,1343,1959,1585,1169,1,0,0,1
598,2117,7404,253,630,423,811,227,888,681,321,1343,774,322,499,636,660,291,1452,2954,1673,1034,30,0,0,30
599,1436,5218,122,431,230,653,240,379,598,219,773,663,294,332,371,439,264,863,2028,1378,685,21,0,0,21
600,1242,4943,145,257,330,510,190,347,365,340,718,524,127,352,303,460,216,775,1617,1649,686,27,0,0,27
601,2450,7100,418,773,697,562,368,925,785,372,1687,763,409,450,537,1054,564,557,3439,1691,849,1,0,0,1
602,564,1946,93,92,162,217,75,231,170,88,302,262,225,259,80,0,173,425,561,678,109,82,0,0,82
603,108,392,20,28,24,36,14,45,32,17,59,49,28,26,27,27,31,62,149,105,45,15,0,0,15
604,876,3185,164,224,191,297,114,366,260,136,474,402,224,214,220,218,254,508,1207,854,362,126,0,0,126
605,3977,11700,669,1297,853,1158,393,1974,1324,286,2599,1378,627,1030,1052,1268,1018,1389,5876,2530,887,43,0,0,43
606,2478,7841,228,874,598,778,373,777,1057,271,1567,911,338,393,713,1034,571,981,3821,1704,764,13,0,0,13
607,2210,5880,584,619,485,522,470,939,566,235,1368,842,420,516,405,869,499,709,2618,1555,499,19,0,0,19
608,611,1568,206,136,123,146,83,388,99,41,463,148,125,145,137,204,158,129,908,220,153,3,0,0,3
609,1583,5612,175,360,337,711,313,547,502,221,790,793,231,156,343,853,248,1226,1761,1653,724,6,0,0,6
610,693,1787,223,171,130,169,302,149,218,24,481,212,259,61,109,264,138,216,600,431,402,0,0,0,0
611,1799,6382,245,382,387,785,454,595,460,290,1029,770,424,455,418,502,458,1196,2260,1665,803,8,0,0,8
612,2237,7193,316,490,633,798,627,865,669,76,1152,1085,627,507,523,580,935,1366,2970,1088,834,1,0,0,1
613,1029,3869,117,224,224,464,226,337,308,158,604,425,199,264,286,280,156,706,1200,1239,568,11,0,0,11
614,1407,5374,155,389,144,719,347,478,382,200,838,569,218,280,353,556,167,1160,1619,1660,768,5,0,0,5
615,1432,4642,181,433,314,504,332,476,382,242,957,475,202,281,458,491,144,702,1355,1628,813,7,0,0,7
616,1322,5103,160,221,345,596,232,279,522,289,710,612,268,526,294,234,245,934,2121,1248,555,0,0,0,0
617,1393,5417,133,156,428,676,225,449,522,197,747,646,452,325,376,240,245,1214,1727,1677,554,11,0,0,11
618,831,3050,104,244,98,385,146,241,258,186,537,294,130,185,219,297,168,486,1116,809,471,0,0,0,0
619,1624,5794,136,435,291,762,291,487,651,195,912,712,317,256,341,710,330,1310,1763,1697,694,2,0,0,2
620,1107,3754,130,286,235,456,207,349,382,169,633,474,133,294,364,316,241,664,1430,1045,374,11,0,0,11
621,1231,4486,199,315,264,453,308,272,395,256,696,535,367,330,214,320,221,771,1476,1196,822,8,0,0,8
622,1540,5540,232,297,340,671,137,542,480,381,937,603,159,485,497,399,189,1048,1917,1726,660,20,0,0,20
623,2001,6609,302,586,349,764,362,709,612,318,1245,756,377,469,564,591,287,1270,2214,1992,846,19,0,0,19
624,845,2954,40,284,219,302,121,285,310,129,545,300,140,163,209,333,156,442,955,884,517,28,0,0,28
625,1628,5542,188,534,313,593,200,659,515,254,1010,618,318,383,411,516,387,743,2295,1283,834,8,0,0,8
626,1303,4977,146,212,236,709,235,441,424,203,636,667,301,220,338,444,368,1014,1611,1288,696,25,0,0,25
627,1759,5456,257,554,384,564,242,817,519,181,1065,694,350,467,559,383,217,1108,1600,1748,783,20,0,0,20
628,1516,4364,356,396,300,464,460,423,471,162,978,538,387,252,273,604,141,822,1109,1453,839,2,0,0,2
629,1748,5356,347,562,298,541,354,491,678,225,1104,644,399,205,300,844,216,1229,1438,1719,754,19,0,0,19
630,2259,8417,330,516,426,987,378,717,788,376,1258,1001,478,718,577,486,439,1576,3024,2314,1064,59,0,0,59
631,1451,4968,111,448,353,539,167,592,394,298,918,533,379,391,316,365,319,810,1716,1427,696,13,0,0,13
632,1715,5807,415,314,286,700,317,672,400,326,1160,555,407,446,469,393,315,848,2330,1426,888,25,0,0,25
633,2466,9318,379,509,566,1012,468,729,855,414,1310,1156,690,812,445,519,722,2032,3283,2186,1095,43,0,0,43
634,1606,6712,253,246,202,905,371,315,478,442,794,812,592,543,290,181,428,1693,2547,1535,509,0,0,0,0
635,1088,4769,117,216,183,572,185,307,290,306,566,522,248,385,244,211,193,968,1882,1259,467,325,0,0,325
636,1324,6103,118,221,175,810,126,371,438,389,556,768,288,453,376,207,494,1327,2362,1426,494,6,0,0,6
637,1483,4817,145,596,218,524,269,359,567,288,1015,468,163,179,421,720,250,674,1555,1383,955,18,0,0,18
638,1301,6752,60,192,169,880,121,338,291,551,549,752,355,431,268,247,447,1514,2883,1263,645,6,0,0,6
639,1389,6276,196,205,201,787,205,412,289,483,682,707,429,464,303,193,298,1430,2599,1476,473,19,0,0,19
640,861,3837,53,164,139,505,110,235,265,251,460,401,151,210,304,196,236,697,1365,1038,501,0,0,0,0
641,885,4101,49,155,160,521,85,185,334,281,431,454,176,289,227,193,231,897,1629,1013,331,0,0,0,0
642,1088,3898,163,328,126,471,236,267,314,271,725,363,232,291,289,276,220,539,1273,1327,539,4,0,0,4
643,1056,4392,125,180,162,589,140,250,350,316,611,445,136,268,299,353,152,827,1437,1461,515,45,0,0,45
644,1111,4990,46,210,191,664,165,230,356,360,716,395,121,286,342,362,280,635,1804,1389,882,26,0,0,26
645,1215,4952,37,235,381,562,134,358,478,245,621,594,200,254,420,341,247,1032,1611,1535,527,40,0,0,40
646,917,3648,36,203,209,469,145,197,365,210,517,400,144,202,207,364,222,604,1150,1140,532,13,0,0,13
647,1318,4626,82,308,299,629,121,390,601,206,708,610,60,201,361,696,145,1037,1290,1504,650,0,0,0,0
648,1841,7547,61,295,363,1122,150,540,814,337,699,1142,230,165,355,1091,315,2032,2356,2234,610,0,0,0,0
649,1159,4632,117,190,184,668,194,307,380,278,641,518,220,193,309,437,220,997,1450,1374,591,26,0,0,26
650,2058,8869,169,390,369,1130,208,568,740,542,1046,1012,298,697,611,452,467,1762,3494,2322,824,24,0,0,24
651,1836,7402,182,266,466,922,166,571,685,414,952,884,341,644,432,419,375,1377,2668,2063,919,112,0,0,112
652,1483,5181,312,368,203,600,434,376,466,207,956,527,433,328,423,299,191,1131,1295,1580,984,17,0,0,17
653,3182,12487,197,412,712,1861,197,1322,1214,449,1181,2001,149,269,736,2028,484,3504,3624,3461,1414,43,0,0,43
654,3947,8978,1467,1360,425,695,1905,1014,769,259,3199,748,847,1088,708,1304,297,967,1394,2716,3604,6,0,0,6
655,3913,13581,324,887,977,1725,327,1374,1782,430,1756,2157,297,349,716,2551,895,3080,3990,4371,1245,24,0,0,24
656,2055,6988,208,559,356,932,140,711,899,305,1074,981,96,334,446,1179,344,1673,2281,2055,635,20,0,0,20
657,2492,8272,334,639,517,1002,315,786,966,425,1389,1103,482,639,711,660,408,1651,3109,2447,657,11,0,0,11
658,1361,4437,214,357,247,543,217,468,423,253,869,492,207,260,348,546,313,788,1578,1142,616,0,0,0,0
659,1012,2986,167,269,192,384,136,458,366,52,483,529,80,243,320,369,270,722,797,853,344,0,0,0,0
660,1051,3674,156,240,209,446,203,285,367,196,580,471,163,279,264,345,232,669,1319,1045,409,12,0,0,12
661,2045,6615,291,607,392,755,342,760,672,271,1137,908,342,496,541,666,439,1473,2184,1742,777,19,0,0,19
662,1376,4456,122,442,341,471,273,346,658,99,840,536,171,335,310,560,263,953,1419,1198,623,8,0,0,8
663,994,3142,109,357,188,340,211,327,343,113,590,404,126,143,270,455,248,606,923,931,434,0,0,0,0
664,2860,8735,408,874,618,960,339,1158,1091,272,1643,1217,348,608,808,1096,718,1711,3208,2338,760,33,0,0,33
665,2482,7257,486,832,475,689,433,984,735,330,1719,763,335,546,809,792,373,1145,2491,2073,1175,43,0,0,43
666,1927,5838,481,513,256,677,373,716,629,209,1154,773,536,693,355,343,462,1034,2351,1318,673,8,0,0,8
667,2081,6010,494,587,453,547,306,772,772,231,1290,791,650,606,569,256,654,1020,2450,1411,475,9,0,0,9
668,2054,6386,317,562,453,722,296,737,832,189,1096,958,454,467,555,578,440,1320,2131,1774,721,24,0,0,24
669,2379,9585,373,416,408,1182,444,754,673,508,1255,1124,883,821,504,171,792,2354,3488,2063,888,11,0,0,11
670,2241,9300,241,462,488,1050,263,808,615,555,1169,1072,497,768,491,485,659,1859,3776,1943,1063,21,0,0,21
671,2554,7749,610,707,414,823,166,1227,865,296,1528,1026,531,832,678,513,715,1309,4031,1331,363,54,0,0,54
672,1524,5098,271,409,310,534,315,465,501,243,952,572,248,394,418,464,518,911,1740,1256,673,51,0,0,51
673,1393,4310,229,405,314,445,280,484,474,155,777,616,321,357,373,342,295,960,1419,1123,513,1,0,0,1
674,1781,5709,247,501,323,710,410,543,575,253,1024,757,326,304,451,700,284,1391,1587,1720,727,26,0,0,26
675,1657,5659,144,448,523,542,207,507,667,276,959,698,180,328,484,665,425,918,1895,1650,771,30,0,0,30
676,2902,8209,654,821,629,798,561,1119,973,249,1876,1026,566,949,667,720,626,1385,2940,2210,1048,62,0,0,62
677,1683,4953,449,514,251,469,330,602,574,177,1184,499,417,468,410,388,432,608,1949,1299,665,0,0,0,0
678,1000,3134,153,306,122,419,292,278,323,107,550,450,222,183,199,396,216,728,849,690,651,15,0,0,15
679,1680,4950,282,649,219,530,328,622,549,181,1104,576,392,395,410,483,337,1062,1714,1323,514,24,0,0,24
680,2194,6845,158,941,300,795,383,697,809,305,1424,770,333,474,477,910,287,1275,1982,2251,1050,24,0,0,24
681,1245,3692,262,353,278,352,284,410,418,133,783,462,143,344,247,511,251,602,1181,1063,595,55,0,0,55
682,1840,5471,276,562,403,599,443,512,664,221,1140,700,286,325,387,842,480,897,1640,1723,731,4,0,0,4
683,1299,3769,185,435,302,377,270,395,492,142,868,431,189,245,291,574,230,683,1032,1184,640,76,0,0,76
684,2366,7212,394,731,349,892,350,875,900,241,1255,1111,436,312,560,1058,571,1510,2238,1989,904,28,0,0,28
685,1559,4526,321,445,291,502,261,676,562,60,867,692,402,351,370,436,337,955,1417,1246,571,18,0,0,18
686,2055,5345,478,720,337,520,414,774,655,212,1323,732,525,573,494,463,344,936,1875,1474,716,6,0,0,6
687,1375,3382,439,421,202,313,269,523,537,46,979,396,318,374,325,358,232,566,1233,858,493,8,0,0,8
688,2921,8347,609,861,652,799,662,1007,1026,226,1578,1343,795,701,429,996,585,1861,2737,2166,998,26,0,0,26
689,1436,4376,167,379,460,430,313,512,469,142,775,661,131,216,235,854,278,1056,900,1289,853,10,0,0,10
690,1944,5856,226,665,432,621,506,589,681,168,1189,755,242,340,372,990,135,1367,1332,1780,1242,22,0,0,22
691,1057,3240,94,375,208,380,298,335,384,40,579,478,117,112,191,637,175,770,708,1068,519,0,0,0,0
692,1076,3214,128,357,230,361,267,323,399,87,590,486,164,154,298,460,111,815,705,947,636,0,0,0,0
693,1350,4042,191,398,288,473,308,396,529,117,760,590,168,181,329,672,205,924,953,1209,751,0,0,0,0
694,1764,5431,152,539,488,585,319,688,637,120,973,791,118,252,371,1023,212,1291,1279,1724,925,2,0,0,2
695,2683,7939,349,830,529,975,389,1047,1026,221,1607,1076,217,241,387,1838,404,1715,1638,2932,1250,0,0,0,0
696,2226,5731,492,824,501,409,426,1046,642,112,1616,610,421,526,351,928,249,852,1584,1893,1153,9,0,0,9
697,558,1748,93,136,157,172,113,185,221,39,377,181,107,136,138,177,124,301,470,543,310,34,0,0,34
698,2559,8409,160,863,559,977,339,886,944,390,1384,1175,276,382,589,1312,282,2156,2220,2544,1207,49,0,0,49
699,1726,5169,272,549,323,582,279,728,534,185,995,731,193,514,420,599,473,949,1400,1686,661,0,0,0,0
700,3859,11365,761,1124,763,1211,851,1387,1221,400,2192,1667,1076,840,974,969,827,2595,3416,3331,1196,38,0,0,38
701,2383,6688,472,960,208,743,582,1105,558,138,1593,790,516,502,606,759,580,1365,1654,1943,1146,2,0,0,2
702,3388,10438,753,802,702,1131,647,1197,1138,406,2049,1339,955,932,800,701,902,2141,3951,2193,1251,89,0,0,89
703,1500,4561,87,698,300,415,253,537,586,124,1072,428,230,261,305,704,170,781,1235,1717,658,2,0,0,2
704,1624,4238,244,877,188,315,480,604,397,143,1244,380,210,308,287,819,108,743,585,1767,1035,0,0,0,0
705,3724,11136,701,1231,677,1115,816,1108,1243,557,2365,1359,857,1017,842,1008,571,2509,3522,2959,1575,28,0,0,28
706,772,2544,91,283,157,241,139,334,187,112,537,235,165,226,162,219,137,436,665,905,401,2,0,0,2
707,2327,9467,334,417,419,1157,436,809,686,396,1097,1230,1048,728,363,188,750,2751,3466,1761,739,81,0,0,81
708,2686,8409,580,788,490,828,557,988,712,429,1635,1051,1015,576,648,447,380,1874,3344,1847,964,33,0,0,33
709,2007,7825,253,366,392,996,274,735,656,342,830,1177,721,535,537,214,703,2031,3053,1531,507,405,0,0,405
710,2248,8213,292,713,277,966,332,803,664,449,1219,1029,709,550,537,452,907,1674,2899,2132,601,95,0,0,95
711,2827,9170,334,855,443,1195,471,709,1286,361,1551,1276,249,487,778,1313,536,2456,2443,2801,934,0,0,0,0
712,1403,5058,143,516,149,595,234,470,474,225,871,532,209,375,338,481,276,982,1646,1353,801,127,0,0,127
713,1465,5253,192,469,207,597,247,503,499,216,897,568,297,335,321,512,182,1141,1347,1705,878,13,0,0,13
714,328,817,84,140,27,77,102,127,94,5,224,104,74,66,91,97,62,179,216,148,212,10,0,0,10
715,2429,7435,419,754,409,847,324,869,977,259,1610,819,282,466,492,1189,478,1362,1988,2697,910,3,0,0,3
716,1784,4897,443,569,300,472,431,597,619,137,1200,584,344,410,385,645,326,957,1453,1390,771,27,0,0,27
717,2205,6257,436,671,476,622,469,700,828,208,1347,858,526,455,536,688,581,1231,2007,1677,761,21,0,0,21
718,2903,8518,485,990,504,924,515,947,974,467,1794,1109,491,614,806,992,537,1666,2636,2672,1007,8,0,0,8
719,2660,7228,660,719,517,764,409,929,1175,147,1633,1027,693,656,676,635,469,1631,2333,2311,484,14,0,0,14
